filename,caption
sports_car (45).jpg,A yellow Lamborghini sports car with a white roof drives along a paved road lined with trees during the daytime. 
dog (168).jpg,A girl is with her dog in the park. 
holdingGun_person (483).jpg,"During the day, an adult man wearing a gray short-sleeved shirt, black shorts with 13 on them and slippers is walking with a gun, an adult man wearing a green short-"
ship (152).jpeg,"A large blue and red cargo jet with a black tarp-covered tail is parked on a concrete pier, with a large blue and red tanker trailer and a blue-and-white striped car visible"
fallen_person (272).jpg,"A person in a white shirt and blue jeans sits in a chair while another person stands nearby, with a clock tower visible in the background. "
police_car (193).jpg,A white and blue police car is parked on the street with a yellow sign on the side. 
stealing_person (287).jpg,Two adults in hoodie and jeans - one in a gray hoodie and the other in a black jacket - are outside in daylight as the hoodie-wearing person reaches into the jeans pocket.
quad (111).jpg,"A smiling young woman wearing a blue top and jeans sits on a red all-terrain vehicle on a sandy plain, looking back over her shoulder with a backpack and a small white dog nearby during the"
airplane (436).jpg,"A white and blue Bombardier CRJ-700 regional jet, featuring the blue text 'CITY OF SOUTH AFRICAN' on the forward fuselage and a large white and blue tail"
taxi (86).jpg,A yellow SUV taxi stops on the road with no visible brand or license plate under clear daytime weather with no visible brand or license plate. 
police_car (380).jpg,"A silver convertible with a black interior is parked on a narrow residential street in front of a large, historic building with a red sign during the daytime. "
truck (16).jpg,A white Isuzu cargo truck with a metal box-shaped metal cargo body is parked on a paved road with a large tree in the background during daytime. 
m5_ppe (46).jpg,A young man with dark hair wearing a black hoodie and a black shirt is wearing a black earmuffs and looking to the side. 
limousine (78).jpg,"A long white stretch limousine drives on a city street at night, illuminated by bright streetlights and illuminated by streetlights . "
car (256).png,A gray sedan taxi stops on the road under night with no visible brand or license plate. 
m7_ppe (239).jpg,A person in a yellow hazmat suit and black gloves stands facing forward. 
pickpocketing_person (286).jpg,"On a street in daylight, one adult reaches into another’s backpack. "
quad (293).jpg,"A smiling adult male drives a dark red all-terrain vehicle with license plate KA03 AA-1Z through a grassy field, followed by a dark grey Jeep and a dark grey SUV"
cat (416).jpg,A brown cat with bright yellow eyes sits on a wooden floor and looks forward. 
m8_ppe (136).jpg,"A young adult wears a yellow-green reflective vest indoors, time unknown. "
holdingGun_person (393).jpg,"A man wearing a hat and a hatless adult man are standing and fighting, grabbing each other’s bodies. "
crane_truck (149).jpg,A white truck equipped with a red Unic crane stands parked on a paved lot during the daytime. 
van (110).jpg,"A group of people are walking down a street, with a taxi parked nearby. "
m5_ppe (211).jpg,"A man in his 20s or 30s, wearing a blue checkered shirt and a yellow earmuffs, sits in a chair with his eyes closed and his hands clasped on a desk"
m4_ppe (76).jpg,A young woman is wearing a white face mask. 
m9_ppe (229).jpg,"A person wearing a white mask, safety goggles, a plastic face shield, and a white full-body protective suit is standing. "
taxi (255).jpg,"An adult male wearing a white t-shirt and a blue hoodie stands on a street with a large, ornate building and a large, ornate building in the background, while a silver car"
ambulance (456).jpg,A medium Hyundai ambulance van shows plate 9981240; no people are visible. 
van (411).png,"In a black-and-white nighttime scene lit by streetlamps, brick villas line the left side, and a white-toned van is parked with its rear door open. A man"
holdingGun_person (159).jpg,"An adult man wearing a black short-sleeved shirt and black shorts is trying to stab him with a model knife, and an adult man wearing a black short-sleeved shirt and shorts"
police_car (188).jpg,"A row of police cars are parked in front of a building, with one of them being a police car. "
car (76).png,"At night, a white van with its headlights on approaches downhill past the parked white BMW sedan. "
m7_ppe (480).jpg,A man in a white hard hat and orange safety vest speaks into microphones. 
dog (39).jpg,A man is sitting in a chair with a dog. 
sitting_person (85).jpg,"A young man in a blue shirt and jeans sits on a paved path next to a fallen orange umbrella, while another young man in a yellow shirt and black pants stands nearby looking at him. "
road_roller (13).jpg,A yellow bulldozer is parked during the day. 
suitcase (459).jpg,A woman in her 20s is walking pulling a small black carrier. 
road_roller (134).jpg,"A well-maintained yellow road roller with a smooth drum, designed for compacting soil, is parked on a dirt lot during the day, with an adult male in a high-visibility"
walking_person (119).png,Several male soccer players wearing blue and green uniforms walk across a green field during a daytime match. 
dump_truck (332).jpg,A large yellow dump truck drives on a dusty road in a quarry. 
bicycle (194).jpg,A man wearing a blue shirt and a blue shirt is holding a bicycle in his hand. 
van (500).jpg,A white camper van sits parked on a road in front of a white house with a view of a hillside under a bright blue sky.  
m9_ppe (135).jpg,Two adult males wearing blue and yellow safety helmets and orange work vests are smiling and looking forward while holding safety lines. 
m5_ppe (345).jpg,"A man in his 40s or 50s with short black hair, wearing thick yellow gloves, a pink polo shirt, gray pants, and a white mask, is standing. "
helicopter (391).jpg,"A small helicopter with a two-leaf propeller, a two-leaf tail rotor system and a skid landing gear, white at the bottom and red at the top, is flying in the clear"
stealing_person (411).jpg,A person wearing a black mask and a black hoodie is standing inside a building. 
car (350).jpg,"A white SUV is parked on a brick sidewalk next to a building during the daytime, with a white truck and a black SUV visible in the background. "
pickpocketing_person (259).jpg,A person wearing black gloves is pulling a black wallet from a back pocket. 
sports_car (453).jpg,"A sleek, silver and black Chevrolet Corvette coupe sits on a dark, polished floor in a brightly lit showroom, with a few people milling about in the background. "
fire (250).png,"A large fire rages in the distance, engulfing trees and a building. "
m4_ppe (280).jpg,A young woman wears a white face mask. 
convertible (215).jpg,"A bright blue convertible with a sleek design is parked on a paved road, its top down and the polished body reflecting the soft daylight. "
holdingGun_person (469).jpg,"During the day, an adult man wearing a gray short-sleeved shirt, black shorts with 13 on it, and slippers is walking with a gun, an adult man wearing a green short"
traffic_accident (266).jpg,"A black car is seen from behind on the left side of a wide road, while a white car is seen from behind on the right side of a wide road, all under a partly cloudy sky."
bus (269).png,"A white SUV drives down a city street at nighttime, while a group of adults waits at a bus stop. "
bird (326).jpg,A red and white bird stands on a tree branch in a tree during the daytime. 
suv (283).jpg,"A black Hyundai SUV is parked on a street during daytime, with a white car and a black car parked nearby. "
truck (55).jpg,"A row of white vans with red accents and a black license plate reading “WXF 6709” are parked in a row, with a man in a blue shirt and a woman in"
m4_ppe (130).jpg,"An adult male wears a black headband, a clear face shield with a blue headband, a black respirator mask, and black gloves while using a power tool indoors. "
bus (412).jpg,A white Volvo minibus with license plate 'MH.04.95' is parked next to a green and yellow bus on a city street. 
concrete_truck (290).jpg,A large cement truck is parked in front of a building. 
concrete_truck (417).jpg,A white truck with a cement mixer on the back is parked in front of a building. 
holdingGun_person (453).jpg,"During the day, an adult man wearing a gray short sleeve shirt, black shorts with 13 on them and slippers is walking with a gun down, an adult man wearing a green sweatpants jacket,"
truck (217).jpg,A red Kia Carnival truck parks in front of a building with a sign that reads “Celebrity” and a sign that reads “Celebrity” and a sign that
pickpocketing_person (25).jpg,"A woman in a black top and jeans is sitting on a bench, holding a large intact suitcase in her hand. "
jeep (78).jpg,"A dark green jeep drives dusty ground during the day, stop other off-road vehicles, green steep foothills background. "
smoke (172).jpg,A white car is overturned on a grassy embankment during the daytime. 
sitting_person (238).jpg,"Four people are sleeping in various positions around a wooden table, with one person reclining in a chair while another rests their head on a blue pillow. "
rickshaw (71).jpg,A green and yellow auto-rickshaw with license plate KA03 7096 parks on a paved surface next to a green and yellow auto-rickshaw with license plate KA03 709
road_roller (482).jpg,"A used yellow CASE road roller with a smooth drum, designed for compacting soil, is parked on a dirt lot during the day, with no people visible. "
smoke (91).jpg,"A large fire engulfs a building with a fire engine and a tanker, with a fire truck visible in the background. "
forklift (150).jpg,"An adult male drives a red and black Yale forklift, lifting a large stack of cardboard boxes onto a pallet during the daytime.  "
license_plate (242).jpg,"A white Genesis sedan is parked indoors under strong overhead lighting, displaying a white license plate marked as 359주 4184 beneath its glossy black grille. "
airplane (340).jpg,"A white and blue Austrian Airlines jet, featuring the red text ""Austrian Airlines"" on the forward fuselage and a blue tail with a red and white stripe, sits on a grey tarmac with"
suitcase (405).jpg,A large black carrier bag. 
suitcase (360).jpg,A man is walking across the table carrying a small bag. 
pickup_truck (49).jpg,"A pickup truck with a flatbed and a white license plate reading ""JH-JH"" stands angled to the right on a plain white plain. "
excavator (131).jpg,A yellow Hyundai Avante is parked in front of a building with a large advertisement on the wall during the daytime. 
walking_person (393).jpg,A man wearing a purple shirt and blue jeans is walking a bicycle down a path with a group of people walking behind him. 
dump_truck (212).jpg,A man wearing a red shirt and jeans stands in front of a massive yellow dump truck with its bed raised. 
m6_ppe (167).jpg,A worker wearing a white safety helmet looks straight ahead while wearing protective gear. 
cat (1).jpg,A black-and-white cat is drinking water from a metal bowl. 
car (453).jpg,"A white SUV is parked in front of a building with a sign on it, with a white van parked in the back and a white car parked in the foreground. "
fire_truck (432).jpg,A red fire truck labeled MT.PENN FIRE with a red emergency number and a red warning sign drives on the road at sunset. 
tractor (383).jpg,"A white Eicher tractor with a black top and blue bottom is partially submerged in shallow water, with a white and blue tractor partially submerged in the background. "
uv (474).jpg,Row of golf carts with tan seats is parked next to a row of tan seats. 
van (326).jpg,A white van with a white license plate reading “WXF 561” is driving down a road.  
concrete_truck (26).jpg,A white truck with a cement mixer on the back is parked in a parking lot. 
m6_ppe (341).jpg,A worker wearing a white safety helmet is looking at the construction site with a rope connected to the harness. 
tractor (284).jpg,"A white tractor with a black canopy drives down a paved road, followed by another tractor with a white canopy, under a clear blue sky. "
m10_ppe (197).jpg,"A group of people wearing orange safety vests and hoodies stands outside a commercial building, with a man in a blue shirt and black pants standing nearby. "
police_car (162).jpg,A white and blue police car is driving down a street with a yellow line on the side. 
m5_ppe (62).jpg,A woman is wearing a yellow helmet. 
tractor (247).jpg,"A man drives a bright red Mahindra 275 DI XP PLUS tractor with a white canopy and a large rear tire on a paved road, while another tractor with a white canopy is visible in the distance"
truck (160).jpg,A blue Hyundai minibus with license plate 29C-413.91 is parked in a lot with a man standing inside the vehicle. 
cat (438).jpg,A small white dog is standing on a grassy field with a tree in the background. 
limousine (109).jpg,A black and white passenger jet with a white tail and a red stripe on its fuselage stands parked on the tarmac next to a white building during the daytime. 
m8_ppe (306).jpg,"An adult wears a white glove with purple accents, a blue headband, and white gloves while adjusting the carabiner on a desk during daytime. "
airplane (77).jpg,A grey and white 'SOUTH CARGO' fuel truck with a large red 'SOUTH CARGO' logo on its side is parked on a dirt shoulder next to a large grey '
truck (353).jpg,"A blue small truck with a red license plate stands on a gravel path next to a fence, with a white building and trees in the background. "
taxi (167).jpg,A gray sedan taxi stands on the road under clear daytime weather with the visible license plate 60자7386. 
m5_ppe (445).jpg,"A man in his 20s, wearing a white helmet, a lime-green vest, a white long-sleeved shirt, brown gloves, and black pants, is standing on a rooftop in"
sports_car (169).jpg,"A blue convertible sports car with a black racing stripe on its hood rests on a paved surface in a residential area during the daytime, with a person in the background. "
m7_ppe (251).jpg,A person in a blue hazmat suit and a blue mask with a red mark on the chest. 
m1_ppe (394).jpg,A worker wearing a yellow safety helmet and gas mask is wearing a harness and looking diagonally ahead. 
limousine (476).jpg,"A white Hummer H3 stretch limousine is parked in snowy, snowy terrain with a large snow-covered tree in the background during the daytime . "
dump_truck (148).jpg,A large dump truck drives on a dusty road past a line of workers in safety vests and helmets standing on the side of the road. 
suv (93).jpg,A silver SUV is parked on a street next to a building during the daytime. 
fallen_person (53).jpg,A man wearing a red safety helmet and a mask is pointing at a machine with a raised right hand. 
walking_person (122).png,Several male soccer players wearing blue and white uniforms walk across a green field during a daytime match. 
motorbike (192).jpg,An adult male wearing a black helmet rides a motorbike with a child passenger on a street during the daytime. 
walking_person (155).png,"A woman wearing a red outfit and a blue cap walks away on a green path, carrying a red umbrella, while a group of people gather around her. "
truck (423).jpg,A white box truck with a box-shaped cargo compartment is parked in front of a large white building. 
m8_ppe (393).jpg,A woman with blonde hair and a white mask looks to the side. 
train (50).jpg,A small blue-and-green diesel train sits idle with no people in daytime. 
van (497).png,"At night, a black van with a white license plate reading “BK 8191” is driving down a street, while a white car is parked on the sidewalk. "
m10_ppe (156).jpg,A pair of earmuffs with black padding and a black adjustable headband. 
m3_ppe (324).jpg,A group of workers in reflective vests and helmets standing together in a factory. 
sports_car (257).jpg,"A dark blue vintage race car with the number 98 emblazoned on its side speeds along a racetrack, with a blurred green grassy field visible in the background under a clear daytime sky"
fallen_person (485).jpg,"A person wearing a black t-shirt, blue pants, and a black hat is holding a gun. "
m3_ppe (210).jpg,A worker in a reflective vest and helmet pointing while another worker in a reflective vest stands nearby. 
traffic_accident (261).jpg,"During the day, a black car overturned on the road, and a person on a motorcycle and a person on a motorcycle are seen on the right. "
fallen_person (291).jpg,"A person in a blue shirt and dark pants is lying on their back on a carpeted floor, with their arms and legs spread out. "
crane_truck (247).jpg,A blue Hyundai HD320 truck equipped with a red Unic crane arm stands parked on a gravel lot during the daytime. 
fire_truck (496).jpg,A red fire truck labeled Squad is parked on the road in daylight. 
train (103).jpg,A small green freight train is stopped on the tracks while people stand on the platform in daytime. 
rickshaw (59).jpg,"A man wearing a white t-shirt and blue shorts walks away from the camera in a brightly lit commercial street, while another man wearing a red and yellow striped shirt stands behind him and another man wearing"
dog (352).jpg,"A group of people dressed in black and white are walking down a street at night, with one person in a red jacket and the other in a white T-shirt and jeans. "
m9_ppe (418).jpg,"A person wearing black shoes, a light blue mask, and a white full-body protective suit is standing. "
motorbike (176).jpg,Two young people pose next to a black and red motorbike on a paved street during the daytime. 
motorbike (279).jpg,A young woman sits on a black motorbike on a paved road during the daytime. 
forklift (325).jpg,A light blue industrial robot with a white head and a red and blue headband stands on a metal platform inside a brightly lit industrial facility. 
taxi (312).jpg,A yellow SUV taxi stops on the road with no visible brand or license plate under clear daylight. 
bus (10).jpg,A red and white 'Khatun Enterprise' Hino bus with license plate KA 03 AA 6391 is parked next to a white truck on a city street during the daytime. 
m3_ppe (266).jpg,A smiling young woman in a white hard hat and reflective vest speaks at a construction site. 
suv (55).jpg,"A white SUV is parked on the side of the road next to a tree-lined sidewalk during the daytime, with a white car and a black car parked behind it. "
tractor (367).jpg,"A blue New Holland tractor with a white canopy and a black bucket is partially submerged in shallow water, with a person standing nearby. "
holdingGun_person (353).jpg,"An adult man wearing a gray sleeveless shirt and gray jeans is trying to stab him with a model knife, and an adult man wearing a green sweatpants jacket and gray jeans stands with one hand"
m4_ppe (48).jpg,A young woman is wearing a white face mask. 
excavator (401).jpg,"A yellow HYUNDAI excavator sits on a road with trees on the left, a billboard to the left of the trees, trees behind the excavator, a building further behind the trees,"
road_roller (130).jpg,"A well-maintained yellow LiuGong tamping foot road roller with an enclosed cab, used for compacting cohesive soils, is actively working on a dirt road during the day, with an"
tractor (163).jpg,"A silver Eicher tractor with large, red-rimmed tires is positioned in the foreground, while a green John Deere tractor with a white canopy is positioned further back in the foreground. "
rv (289).jpg,"A yellow and black RV parks on a paved lot at night, with a city skyline visible in the background.  "
van (287).jpg,"A white SUV is parked on the street with a blue light on top, and a white car is parked behind it, with a blue light on the right. "
m4_ppe (410).jpg,A young woman in a red and yellow safety vest and black pants holds a toy gun while wearing a yellow helmet and orange earmuffs. 
truck (34).jpg,A blue truck is parked in front of a building with a sign that says 'No Entry' and a sign that says 'No Entry' during the daytime. 
m6_ppe (146).jpg,A person wearing a gray mask looks straight ahead. 
helicopter (88).jpg,"A small helicopter with a white base and a red stripe in the middle, with a four-leaf propeller, a two-leaf tailrotor and a skid landing gear, is landing on"
quad (92).jpg,"A smiling older woman wearing a cap and a brown jacket leans against a white all-terrain vehicle to take a selfie in a grassy field, while a young boy wearing a cap and a brown"
bicycle (367).jpg,A group of bicyclists wearing helmets and racing uniforms are riding down a street. 
dump_truck (297).jpg,"A large, white dump truck with its bed raised is parked on a paved road next to a grassy field. "
forklift (245).jpg,"An adult female operates a red and black forklift, lifting a large cardboard box in a warehouse during the daytime.  "
police_car (339).jpg,A police car is parked on the side of the road. 
helicopter (322).jpg,"A small helicopter with a red base and a white vertical stripe, with a two-blade propeller, tail rotor, and skid landing gear, flies over a mountain with a clear sky during the"
convertible (97).jpg,"A pale blue convertible speeds along a sunlit road, its smooth curves catching the soft daylight while the passengers relax in the open cabin and the soft, open road stretches endlessly behind it. "
dump_truck (456).jpg,A large truck with a trailer filled with gravel drives across a dusty field under a cloudy sky. 
fighting_person (206).jpg,"An elderly man wearing a white shirt and a striped shirt is fighting, throwing punches at each other.  "
road_roller (258).jpg,"A well-maintained yellow road roller with a smooth drum, designed for compacting asphalt surfaces, is parked on a paved road during the day, with no people visible. "
train (224).jpg,A blue-and-silver diesel train moves along the tracks with no people visible in daytime. 
uv (434).jpg,A smiling man in a golf cap and a dark jacket sits in a golf cart holding a golf club. 
m4_ppe (396).jpg,"An adult man wearing a red hat, a red earmuffs, and a black long-sleeved shirt is aiming a shotgun at a target. "
crane_truck (478).jpg,A white Hyundai truck equipped with a blue crane arm stands parked on a gravel lot during the daytime. 
excavator (497).jpg,A yellow excavator loads dirt into the bed of a yellow dump truck on a construction site under a cloudy sky. 
uv (312).jpg,Row of white golf carts with tan seats is parked on a dirt lot next to a green field. 
sports_car (267).jpg,"A vibrant blue Lotus Elise sports car sits parked on a grassy field during the daytime, with a person in a yellow shirt and blue jeans standing nearby observing the vehicle. "
dog (25).jpg,A dog is standing in the water. 
fighting_person (13).jpg,"During the daytime, an adult woman wearing a white short-sleeved shirt and a woman wearing a black short-sleeved shirt are fighting, throwing punches at each other.  "
bicycle (284).png,A street with a yellow line and a brick wall with a sign on it. 
jeep (325).jpg,"A dark red Jeep with withe roof drives dusty ground, a bright red Jeep follow behind, long line of park other Jeeps , steep green mountains background during the daytime. "
dump_truck (130).jpg,A yellow articulated dump truck with its bed raised sits on a dirt road in a wooded area under a cloudy sky. 
suitcase (298).jpg,"A woman in her 20s is standing next to a large suitcase, holding a small suitcase. "
stealing_person (385).jpg,A worker wearing a blue shirt and blue jeans is taking a picture with a red backpack. 
m2_ppe (30).jpg,Several workers wearing red and white helmets are inspecting a large structure at a construction site. 
m3_ppe (449).jpg,"A construction worker in a reflective vest and helmet is standing on a street with a yellow helmet, a blue safety vest, and a white safety harness. "
fuel_truck (4).jpg,A large cement truck is driving down the road with a cement mixer on the back. 
helicopter (408).jpg,"A small helicopter with a red base and a white stripe running down the middle, with a two-blade propeller, a two-blade tail rotor, and skid landing gear, is flying over"
stealing_person (445).jpg,A masked person reaches into a car to steal a backpack from the passenger seat. 
quad (195).jpg,"A rider wearing a helmet and black gear drives a black all-terrain vehicle across a grassy field, kicking up a cloud of dust against a backdrop of a pitch-black landscape and a distant"
road_roller (417).jpg,"A used yellow road roller with a tamping foot drum, designed for compacting cohesive soils, is parked on a dirt lot during the day, with an adult male in a high-visibility vest"
bulldozer (249).jpg,It is a yellow bulldozer with the SDLG brand on a cloudy day. 
pickpocketing_person (420).jpg,"A group of people, including a man in a white shirt and a woman in a red dress, are standing and talking at a party. "
fighting_person (313).jpg,"During the daytime, young men wearing blue and white T-shirts and black shorts are fighting, throwing punches and kicks at each other.  "
motorbike (277).jpg,A woman wearing a black jacket and a black hoodie sits on a red all-terrain vehicle on a grassy hillside overlooking a forest during the daytime. 
license_plate (185).jpg,A white vehicle is parked outdoors in snowy daytime conditions with a white license plate displaying 274루 8617 while snow covers the bumper and surrounding grille area. 
concrete_truck (296).jpg,A white cement truck is driving down a road with a large cement mixer on the back. 
m7_ppe (344).jpg,A man with dark hair wearing a blue shirt looks to the side indoors wearing a clear face shield. 
m3_ppe (323).jpg,Two workers in safety vests and helmets smiling and pointing while holding blueprints. 
forklift (287).jpg,"An adult male drives a yellow CAT forklift, while another adult male stands near stacked boxes and a red forklift during the daytime.  "
excavator (491).jpg,"A yellow Eicher excavator sits on a rocky, rocky ground with a body of water to its right, a forest behind it, and a clear daytime sky. "
tractor (124).jpg,"A man drives a bright red Mahindra 275 DI XP PLUS tractor with a large rear wheel, featuring a large rear tire, through a muddy field, with a green field visible in the background."
traffic_accident (185).jpg,A dark green ATV with large knobby tires and a black seat sits on a grassy field in a bright daytime setting. 
m11_ppe (176).jpg,A black and yellow full-body safety harness with orange and blue stripes is displayed on a black background. 
smoke (359).jpg,A large amount of smoke billows from a hillside during the daytime. 
traffic_accident (415).jpg,A red car is flipped over on a highway at night with a police car nearby. 
tractor (352).jpg,"A blue New Holland 3630 tractor with a white canopy and a driver sits on a dirt path next to a body of water, with a green field visible in the background. "
car (426).png,"A white Hyundai SUV drives down a street at night, with a black car following behind. "
pickup_truck (248).jpg,"On the left side of a wide road, a person in a black hoodie, a hoodie hat, and a black bag stands facing forward, while on the far right, a person in a"
sitting_person (200).jpg,"Four people are in an office space, with one person reclining in a chair while another sits in a chair and a third sits in a chair. "
m6_ppe (405).jpg,"An adult stands still wearing a white disposable coverall, a clear face shield with a blue headband, and blue gloves during daytime. "
fire (267).png,A large fire rages on a hillside with a fire truck in the foreground during daytime. 
limousine (251).jpg,"A white Lincoln Town Car stretch limousine is parked on a paved road in front of a large, historic brick building during the daytime . "
jeep (262).jpg,"A dark green Jeep with withe roof drives dusty ground, a red Jeep follow behind, several adult people walk and stand,  long line of park other Jeeps , steep green mountains background during the"
truck (338).jpg,A blue and white Isuzu cargo truck is stopped in heavy daytime traffic with a man standing beside it and a motorcycle nearby. 
truck (270).jpg,"A white cargo truck with a black tarp-covered load is parked in a lot next to a large building, with a black van and a white car visible in the background.  "
motorbike (145).jpg,A person wearing a red helmet rides a red motorbike on a paved path overlooking a lake during the daytime. 
m3_ppe (149).jpg,A female worker in a reflective vest and helmet reviewing a document on a desk. 
ship (225).jpeg,A large white cruise ship with blue wave patterns and a blue hull is docked at a pier with green trees and a clear blue sky in the background. 
jeep (240).jpg,"A bright red Jeep with a white roof number plate N 1573 SM stops dusty ground, a red Jeep with a red roof number plate N 1573 SM stops near by blue Jeep, many Jeeps"
truck (430).jpg,A white Isuzu truck with a black tarp-covered cargo bed is parked in front of a building with a sign that reads “Hyoja Kyoja” and a sign
convertible (423).jpg,"A male adult wearing a dark jacket stands near a silver SUV, observing a large vehicle engulfed in flames during the daytime. "
cat (308).jpg,A gray tabby cat with bright yellow eyes sits on a wooden floor and looks forward. 
rickshaw (283).jpg,"An adult male drives a green and yellow auto-rickshaw with license plate KA03 7139, carrying an adult male passenger and an adult female passenger, on a street during the daytime. "
tractor (339).jpg,"A man drives a white and red Eicher tractor with large, worn tires across a dusty field, while another white tractor is visible behind it. "
sports_car (193).jpg,"A red and white Peugeot race car with the number 98 and the number 98 on its side sits on a grassy field during the daytime, with a blurred orange and white car visible in the"
fallen_person (395).jpg,"During the daytime, a young woman wearing a blue top and blue jeans lies on the ground while another person stands nearby. "
quad (135).jpg,"A smiling woman wearing a red shirt and a black helmet drives a yellow all-terrain vehicle with a black canopy, kicking up dust against a backdrop of lush green trees during the daytime. "
airplane (182).jpg,"A set of white mobile stairs with a blue stripe running along the wall leads up to the open door of a white airplane, while a set of white stairs with a red stripe and a blue stripe running"
police_car (351).jpg,A police car is parked on the side of the road. 
m8_ppe (72).jpg,"Three young men wear orange safety vests posing together, time unknown. "
tractor (355).jpg,A blue New Holland 3630 tractor with a white roof and a large rear tire sits on a grassy field with a person in a blue shirt and a yellow shirt standing in the driver's seat.
suitcase (149).jpg,"A large group of people are waiting at a gate, with a white truck and a red carrier. "
walking_person (186).png,"A man wearing a dark t-shirt and dark shorts walks along a wet paved path lined with green bushes, while a woman in a light blue top and dark pants walks in the distance. "
fighting_person (254).jpg,"During the daytime, a masked man wearing a black top grabs the collar of a woman wearing a blue top with one hand while they fight.  "
m6_ppe (197).jpg,A worker wearing a blue safety helmet and gas mask is wearing a harness and looking straight ahead. 
uv (345).jpg,A dark green golf cart with a white canopy parks on a grassy field with a small tree in the background. 
excavator (450).jpg,A yellow CASE excavator sits on asphalt ground with a building in the background under a clear daytime sky. 
motorbike (143).jpg,"An adult male wearing a black helmet rides a black motorbike with a child sitting on the back, on a road during the daytime. "
dump_truck (430).jpg,A yellow articulated dump truck with its bed raised sits on a dirt road in front of a large pile of rocks. 
m4_ppe (160).jpg,"A man in his 20s or 30s, wearing a lime-green earmuffs and transparent goggles, is holding a hammer with one hand and an object in the other. "
m10_ppe (256).jpg,"A middle-aged man in his 40s or 50s, wearing a lime-green earmuffs and a yellow safety harness, is wearing a yellow helmet and looking straight ahead in the daytime."
m3_ppe (351).jpg,A female worker in a reflective vest and helmet pointing while holding a tablet. 
m8_ppe (357).jpg,"Two adults wear white gloves with yellow cuffs with orange cuffs indoors, time unknown. "
rickshaw (277).jpg,A white motorbike with a black seat is parked on a paved path next to a large white fence. 
m6_ppe (19).jpg,"A man wearing safety goggles, a safety harness, and a yellow safety helmet stands with one leg slightly bent and his head slightly raised. "
smoke (343).jpg,A large amount of smoke billows from a wildfire in a wooded area near a body of water during the daytime. 
smoke (283).jpg,"A large amount of smoke billows into the clear blue sky over a wooded area during the daytime, with a tall metal tower in the foreground. "
walking_person (17).jpg,"A man dressed in a white shirt and dark pants walks away on a tree-lined path, while another person walks in the distance. "
suv (107).jpg,"A white SUV is parked on the street next to a building during the daytime, with several other vehicles and buildings visible in the background. "
bird (170).jpg,A rooster stands on the grass looking to the left during the daytime. 
ship (145).jpeg,"A large white cruise ship labeled “AIDA” with blue wave patterns and blue lifeboats moves across calm blue water during daytime with multiple decks, lifeboats, and passengers visible on the upper"
m6_ppe (404).jpg,An adult male in a fluorescent yellow safety vest stands looking at a clipboard in a warehouse. 
fallen_person (4).jpg,"A man in his 20s, wearing a lime-green earmuffs, a lime-green safety vest, and a white safety helmet with a blue mark, is holding a tool with one hand"
truck (115).jpg,A white Hyundai box truck with a green and white patterned cargo compartment is parked in front of a building. 
m11_ppe (377).jpg,"An adult male wearing a safety helmet, mask, and gloves stands with his left hand in his pocket and a large, dark object in his hand. "
suitcase (62).jpg,"During the day, a man in his 30s is standing holding a large intact suitcase in his left hand and wearing a gray top and jeans. "
forklift (5).jpg,A blue and white semi-trailer truck with a grey tarp-covered cargo bed is parked in front of a large warehouse with a blue sky-blue building visible in the background during the daytime
m9_ppe (249).jpg,"A person wearing light blue shoe covers, a light blue mask, safety goggles, and a white full-body protective suit is standing. "
m10_ppe (196).jpg,"A group of adults stands on a road during daytime, with some wearing orange vests and some wearing yellow vests, while a car is parked nearby. "
bird (333).jpg,A green bird stands on a tree branch in a tree looking to the right during the daytime. 
excavator (99).jpg,"A yellow excavator is on a road with a pile of dirt to its left and a building to its right, all under a very cloudy daytime sky. "
bicycle (218).jpg,Two men are riding bikes down a street with a crowd of people. 
road_roller (351).jpg,"A used road roller with a smooth drum, designed for compacting soil, is actively working on a dirt road during the day, with an adult male in a blue shirt and dark pants operating the machine"
rv (87).jpg,A man sits in the driver's seat of a grey RV next to a white van.  
police_car (224).jpg,A white police car is parked next to a blue car with a yellow tape around it. 
tractor (335).jpg,"A blue and white Eicher tractor with large, rugged tires is positioned in front of a large, rugged wall, with a red tractor visible in the background. "
walking_person (459).png,An adult female wearing a long dark coat and pants walks past a parked white car on a street at night. 
truck (150).jpg,A white Isuzu cargo truck with a black tarp-covered bed is parked on a wet surface near industrial buildings and a large industrial structure during daytime. 
m6_ppe (38).jpg,A rotated image shows a person wearing a gray cap and a white shirt with red sleeves. 
m4_ppe (139).jpg,A young woman is wearing a white face mask. 
m5_ppe (290).jpg,"A man in his 20s or 30s, wearing a black short-sleeved shirt, a yellow earmuffs, and yellow face protection gear, is holding the bottom of the face protection"
pickpocketing_person (200).jpg,"During the daytime, a young adult woman wearing a long white sleeveless top and brown pants with a black bag on her back is standing with a long black stick in her hand. "
ship (125).jpg,A large white sailing ship with multiple masts and a distinctive red-and-white striped hull moves across calm blue water during daytime with several people on deck. 
smoke (360).jpg,A large amount of smoke billows from a distant wildfire during the daytime. 
jeep (124).jpg,"A black Jeep Rubicon stops on a dirt road, a bright blue sky and a clear blue daytime sky. "
bulldozer (452).jpg,A yellow CAT brand bulldozer is parked during the day. 
fire (50).png,"A large fire rages through a forest at night, with flames licking the trees and smoke billowing into the sky. "
